game,team,position,number,name,first,last,minutes,touches,passes,pass-acc,crosses,cross-acc,assists,chances,goals,shots,s-target,s-box,s-out-box,tackles,t-won,duels,d-won,clearances,interceptions,yellow,red,f-won,f-conceded,shots faced,saves,claimed crosses,cs
I19,Pacific FC,d,14,Lukas MacNaughton,Lukas,MacNaughton,90.00,108.00,97.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,9.00,4.00,3.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I19,Pacific FC,f,9,Marcus Haber,Marcus,Haber,90.00,30.00,21.00,0.62,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,17.00,9.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I19,Pacific FC,g,1,Mark Village,Mark,Village,90.00,68.00,54.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00
I19,Pacific FC,m,17,Matthew Baldisimo,Matthew,Baldisimo,90.00,62.00,51.00,0.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,15.00,6.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I19,Pacific FC,m,23,Noah Verhoeven,Noah,Verhoeven,90.00,49.00,24.00,0.75,5.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,2.00,1.00,0.00,14.00,6.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I19,Pacific FC,d,3,Ryan McCurdy,Ryan,McCurdy,90.00,84.00,71.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,4.00,4.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I19,Pacific FC,f,14,Terran Campbell,Terran,Campbell,69.00,51.00,23.00,0.78,1.00,0.00,0.00,1.00,1.00,2.00,2.00,1.00,1.00,7.00,4.00,17.00,10.00,0.00,1.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I19,Pacific FC,m,19,Victor Blasco,Victor,Blasco,21.00,16.00,9.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,f,9,Ajeej Sarkaria,Ajeej,Sarkaria,74.00,23.00,16.00,0.88,0.00,0.00,0.00,1.00,0.00,2.00,1.00,2.00,0.00,2.00,2.00,8.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,m,20,Bruno Zebie,Bruno,Zebie,90.00,65.00,36.00,0.75,3.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,5.00,4.00,9.00,8.00,1.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,g,1,Connor James,Connor,James,90.00,46.00,32.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,5.00,4.00,0.00,0.00
I20,FC Edmonton,f,26,David Doe,David,Doe,54.00,20.00,8.00,0.75,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,7.00,4.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,m,14,James Marcelin,James,Marcelin,90.00,55.00,44.00,0.86,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,9.00,5.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,d,3,Jeannot Esua,Jeannot,Esua,16.00,11.00,5.00,1.00,2.00,0.50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,d,12,Kareem Moses,Kareem,Moses,90.00,51.00,32.00,0.75,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,1.00,9.00,9.00,7.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,f,17,Marcus Velado-Tsegaye,Marcus,Velado-Tsegaye,36.00,18.00,6.00,0.83,1.00,0.00,0.00,0.00,0.00,4.00,2.00,1.00,3.00,3.00,2.00,6.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,d,8,Mélé Temguia,Mélé,Temguia,90.00,51.00,34.00,0.91,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,3.00,2.00,9.00,4.00,1.00,4.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,f,45,Oumar Diouck,Oumar,Diouck,90.00,40.00,16.00,0.50,3.00,0.33,0.00,1.00,0.00,4.00,0.00,1.00,3.00,1.00,1.00,13.00,5.00,0.00,1.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,d,5,Ramón Soria,Ramón,Soria,90.00,49.00,43.00,0.79,3.00,0.67,0.00,5.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,6.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,f,11,Randy Edwini-Bonsu,Randy,Edwini-Bonsu,7.00,7.00,5.00,0.80,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,f,18,Tomi Ameobi,Tomi,Ameobi,90.00,33.00,23.00,0.70,0.00,0.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,14.00,4.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I20,FC Edmonton,m,7,Yong-Chan Son,Yong-Chan,Son,83.00,66.00,44.00,0.80,5.00,0.40,0.00,4.00,0.00,1.00,1.00,0.00,1.00,3.00,2.00,6.00,4.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I20,Valour FC,m,23,Ali Musse,Ali,Musse,34.00,23.00,10.00,0.70,1.00,0.00,0.00,0.00,1.00,2.00,1.00,1.00,1.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I20,Valour FC,f,12,Calum Ferguson,Calum,Ferguson,74.00,25.00,17.00,0.77,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,2.00,7.00,4.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I20,Valour FC,m,8,Diego Gutiérrez,Diego,Gutiérrez,45.00,30.00,26.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I20,Valour FC,m,10,Dylan Carreiro,Dylan,Carreiro,90.00,41.00,31.00,0.77,1.00,0.00,0.00,2.00,0.00,3.00,1.00,2.00,1.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I20,Valour FC,m,7,Dylan Sacramento,Dylan,Sacramento,45.00,33.00,23.00,0.70,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,2.00,2.00,5.00,3.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I20,Valour FC,d,4,Jordan Murrell,Jordan,Murrell,90.00,45.00,37.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,8.00,4.00,1.00,1.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I20,Valour FC,m,5,Louis Béland-Goyette,Louis,Béland-Goyette,90.00,63.00,50.00,0.94,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,2.00,6.00,4.00,13.00,9.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
I20,Valour FC,m,22,Marco Bustos,Marco,Bustos,90.00,77.00,53.00,0.93,3.00,0.33,0.00,0.00,0.00,3.00,2.00,1.00,2.00,0.00,0.00,15.00,7.00,1.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00
I20,Valour FC,d,6,Martín Arguiñarena,Martín,Arguiñarena,90.00,85.00,54.00,0.74,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I20,Valour FC,g,26,Mathias Janssens,Mathias,Janssens,90.00,38.00,29.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,1.00
I20,Valour FC,m,9,Michael Petrasso,Michael,Petrasso,90.00,79.00,43.00,0.79,7.00,0.29,1.00,4.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,15.00,4.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I20,Valour FC,m,14,Nicolás Galvis,Nicolás,Galvis,56.00,23.00,15.00,0.73,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I20,Valour FC,d,3,Skylar Thomas,Skylar,Thomas,90.00,65.00,52.00,0.90,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,12.00,7.00,3.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I20,Valour FC,f,17,Stephen Hoyle,Stephen,Hoyle,16.00,5.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I21,York9 FC,f,17,Cyrus Rollocks,Cyrus,Rollocks,1.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I21,York9 FC,d,2,Daniel Gogarty,Daniel,Gogarty,90.00,54.00,50.00,0.82,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I21,York9 FC,d,20,Diyaeddine Abzi,Diyaeddine,Abzi,90.00,90.00,37.00,0.76,1.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,0.00,3.00,3.00,25.00,9.00,0.00,5.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I21,York9 FC,m,11,Emilio Estevez,Estevez,Emilio,89.00,61.00,36.00,0.61,1.00,1.00,0.00,2.00,0.00,2.00,0.00,1.00,1.00,2.00,2.00,15.00,6.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I21,York9 FC,m,8,Joseph Di Chiara,Joseph,Di Chiara,11.00,13.00,12.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I21,York9 FC,m,19,Kyle Porter,Kyle,Porter,62.00,26.00,18.00,0.89,0.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,2.00,1.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I21,York9 FC,d,13,Luca Gasparotto,Luca,Gasparotto,90.00,60.00,53.00,0.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,8.00,7.00,2.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I21,York9 FC,m,10,Manuel Aparicio,Manuel,Aparicio,90.00,96.00,58.00,0.78,2.00,0.50,0.00,2.00,0.00,1.00,1.00,0.00,1.00,11.00,5.00,25.00,17.00,0.00,2.00,0.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00
I21,York9 FC,d,3,Morey Doner,Morey,Doner,90.00,81.00,42.00,0.93,3.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,13.00,9.00,2.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I21,York9 FC,g,1,Nathan Ingham,Nathan,Ingham,90.00,38.00,29.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,3.00,3.00,1.00,1.00
I21,York9 FC,f,22,Rodrigo Gattas,Rodrigo,Gattas,90.00,36.00,18.00,0.83,0.00,0.00,0.00,4.00,0.00,3.00,2.00,2.00,1.00,0.00,0.00,11.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I21,York9 FC,m,18,Ryan Telfer,Ryan,Telfer,90.00,68.00,33.00,0.79,6.00,0.50,0.00,3.00,0.00,4.00,1.00,1.00,3.00,2.00,1.00,21.00,14.00,1.00,1.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
I21,York9 FC,d,77,Steven Furlano,Steven,Furlano,28.00,20.00,19.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I21,York9 FC,m,23,Wataru Murofushi,Wataru,Murofushi,79.00,60.00,44.00,0.86,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,3.00,3.00,9.00,6.00,1.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I21,Pacific FC,m,28,Alexander González,Alexander,González,83.00,57.00,45.00,0.82,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,10.00,4.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I21,Pacific FC,m,21,Ben Fisk,Ben,Fisk,61.00,36.00,21.00,0.71,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,4.00,4.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I21,Pacific FC,d,4,Blake Smith,Blake,Smith,7.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I21,Pacific FC,d,20,Emile Legault,Emile,Legault,90.00,62.00,33.00,0.82,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,15.00,7.00,5.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I21,Pacific FC,d,7,Kadin Chung,Kadin,Chung,90.00,60.00,34.00,0.79,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,13.00,7.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I21,Pacific FC,d,14,Lukas MacNaughton,Lukas,MacNaughton,90.00,63.00,47.00,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,3.00,2.00,9.00,6.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I21,Pacific FC,f,9,Marcus Haber,Marcus,Haber,30.00,14.00,9.00,0.44,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,4.00,4.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I21,Pacific FC,g,1,Mark Village,Mark,Village,90.00,57.00,41.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,7.00,6.00,0.00,0.00
I21,Pacific FC,m,17,Matthew Baldisimo,Matthew,Baldisimo,90.00,49.00,29.00,0.86,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,25.00,7.00,1.00,1.00,1.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
I21,Pacific FC,m,23,Noah Verhoeven,Noah,Verhoeven,90.00,48.00,25.00,0.80,7.00,0.14,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,10.00,6.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00
I21,Pacific FC,d,3,Ryan McCurdy,Ryan,McCurdy,90.00,68.00,55.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I21,Pacific FC,f,14,Terran Campbell,Terran,Campbell,90.00,53.00,32.00,0.88,1.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,2.00,4.00,2.00,22.00,8.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I21,Pacific FC,m,19,Victor Blasco,Victor,Blasco,60.00,38.00,17.00,0.71,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,4.00,3.00,16.00,7.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00
I21,Pacific FC,m,16,Zachary Verhoven,Zachary,Verhoven,29.00,11.00,4.00,0.25,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,d,4,Allan Zebie,Allan,Zebie,76.00,43.00,31.00,0.84,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,10.00,5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,d,55,Amer Didic,Amer,Đidić,90.00,65.00,42.00,0.81,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,2.00,2.00,6.00,5.00,11.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,m,20,Bruno Zebie,Bruno,Zebie,90.00,42.00,22.00,0.91,4.00,0.00,0.00,4.00,0.00,2.00,1.00,1.00,1.00,2.00,1.00,5.00,2.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,g,1,Connor James,Connor,James,90.00,35.00,27.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,3.00,0.00,0.00
I22,FC Edmonton,f,19,Easton Ongaro,Easton,Ongaro,14.00,8.00,3.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,m,14,James Marcelin,James,Marcelin,90.00,42.00,27.00,0.78,3.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,17.00,9.00,0.00,1.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,d,3,Jeannot Esua,Jeannot,Esua,90.00,50.00,31.00,0.84,8.00,0.13,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,d,12,Kareem Moses,Kareem,Moses,69.00,34.00,21.00,0.81,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,f,17,Marcus Velado-Tsegaye,Marcus,Velado-Tsegaye,21.00,8.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,d,8,Mélé Temguia,Mélé,Temguia,90.00,59.00,42.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,13.00,8.00,5.00,3.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,f,45,Oumar Diouck,Oumar,Diouck,90.00,43.00,26.00,0.62,1.00,0.00,0.00,1.00,0.00,5.00,0.00,4.00,1.00,0.00,0.00,16.00,7.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,d,5,Ramón Soria,Ramón,Soria,90.00,72.00,50.00,0.74,8.00,0.63,0.00,5.00,0.00,2.00,0.00,0.00,2.00,2.00,1.00,6.00,4.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I22,FC Edmonton,f,18,Tomi Ameobi,Tomi,Ameobi,90.00,32.00,17.00,0.88,1.00,0.00,0.00,3.00,0.00,2.00,1.00,1.00,1.00,0.00,0.00,9.00,4.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,d,4,Dominick Zator,Dominick,Zator,54.00,47.00,31.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,f,19,Dominique Malonga,Dominique,Malonga,82.00,27.00,16.00,0.81,0.00,0.00,1.00,1.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,7.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,m,16,Elijah Adekugbe,Elijah,Adekugbe,90.00,55.00,45.00,0.93,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,11.00,8.00,1.00,0.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,m,15,Joel Waterman,Joel,Waterman,90.00,73.00,55.00,0.82,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,7.00,1.00,0.00,1.00,0.00,5.00,3.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,d,14,Jonathan Wheeldon,Jonathan,Wheeldon,90.00,54.00,40.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,10.00,5.00,7.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,f,9,Jordan Brown,Jordan,Brown,23.00,15.00,7.00,0.57,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,m,11,José Escalante,José,Escalante,67.00,28.00,10.00,0.80,3.00,0.67,0.00,2.00,0.00,2.00,1.00,1.00,1.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,m,8,Julian Büscher,Julian,Büscher,36.00,22.00,18.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,g,1,Marco Carducci,Marco,Carducci,90.00,43.00,28.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,3.00,1.00
I22,Cavalry FC,d,5,Mason Trafford,Mason,Trafford,90.00,49.00,38.00,0.90,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,4.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,d,3,Nathan Mavila,Nathan,Mavila,90.00,43.00,27.00,0.74,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,9.00,3.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,f,17,Nico Pasquotti,Nico,Pasquotti,90.00,59.00,33.00,0.64,1.00,0.00,0.00,1.00,1.00,5.00,2.00,5.00,0.00,2.00,1.00,15.00,8.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,f,7,Oliver Minatel,Oliver,Minatel,8.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I22,Cavalry FC,m,10,Sergio Camargo,Sergio,Camargo,90.00,40.00,20.00,0.55,5.00,0.40,0.00,1.00,2.00,3.00,2.00,3.00,0.00,0.00,0.00,12.00,3.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I23,Forge FC,m,1,Alexander Achinioti-Jönsson,Alexander,Achinioti-Jönsson,90.00,75.00,64.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,15.00,11.00,0.00,3.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00
I23,Forge FC,d,16,Bertrand Owundi,Bertrand,Owundi,90.00,100.00,89.00,0.84,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,9.00,7.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I23,Forge FC,f,13,Christopher Nanco,Christopher,Nanco,67.00,30.00,15.00,0.60,1.00,0.00,0.00,2.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,11.00,4.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I23,Forge FC,d,10,Daniel Krutzen,Daniel,Krutzen,90.00,94.00,85.00,0.91,1.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,2.00,1.00,1.00,4.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I23,Forge FC,m,5,David Choinière,David,Choinière,56.00,35.00,13.00,0.77,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,0.00,5.00,2.00,20.00,10.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I23,Forge FC,d,22,Dominic Samuel,Dominic,Samuel,77.00,54.00,33.00,0.94,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,7.00,4.00,0.00,3.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I23,Forge FC,m,6,Elimane Cissé,Elimane,Cissé,90.00,61.00,39.00,0.82,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,2.00,1.00,10.00,4.00,1.00,3.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
